protein	pc.1	pc.2	pc.3	pc.4	pc.5	pc.6	pc.7	pc.8	pc.9	pc.10	
NP_055726.3	21.70846997370118	18.56705941022086	-4.205828994444896	6.340655362577344	-7.540964335084106	6.283736280355422	3.8763104361535645	-1.6517251881598696	1.852167354363846	-3.8702132274387435	
NP_005148.2	31.461996355029182	14.412548198082305	2.514603870069231	2.4764681658369794	-0.2681942552378848	-1.5126811867930714	-2.8646472244441177	-0.11992430817548534	0.24992025052840788	-1.2436889530389215	
NP_005149.3	24.65371980042732	5.027764294631152	-3.2279267115306762	2.738821231970701	-5.151994908499073	-2.481366793855173	-1.5448186476811903	4.573817093800981	4.962848084211526	-1.174907256943919	
NP_001096.1	-15.979834643494504	3.4330850204299064	-2.022123033104067	2.580001596186866	0.8440357434203176	3.7473630385002474	1.5085907809673735	-0.6697351592486992	-1.282607478913327	-0.02032306975984892	
NP_004293.1	-19.00094625806955	-4.355532140301435	6.1111121634393015	2.393829795513273	-0.4887933455178028	-0.9341753694993709	-2.0995443555198063	-0.9418996306421683	0.2365824301549244	-0.643696453547243	
NP_001607.1	-20.832601162492374	-2.757355047560618	1.481444085783519	-1.9859029347734087	2.411967251362341	1.0558966730608699	-6.9824313908713	2.7866186761315817	2.3239843624800214	0.9909905863284267	
NP_001097.2	-18.476527407965975	0.8774434733542791	-5.776371276954412	-0.4052719374002686	-1.6168530884611956	3.208819493012343	1.754725712615757	-1.3082408706438842	-1.4199661862130928	3.1106605169149595	
NP_000011.1	-17.31443611281704	6.726649612501835	-4.595330263080685	5.40267482279754	3.36067270380546	4.71603137649698	0.8124145126494206	-1.4163965010547366	-1.6364978877704501	1.6837143275835886	
NP_064632.2	-11.075828310804347	-1.73881847537481	-4.112695930782201	1.7676704095114413	-1.400412000755378	-0.5029519485244665	-3.7416028518174267	0.2069705184369383	-0.9110632833115966	0.41986527042055305	
NP_079152.3	-16.545046838290364	3.0256965012879435	-2.158834048081341	2.206003227739643	-1.3950804894007918	0.15443076882899556	-3.5679787095936897	-3.0328200521833826	3.162033498299088	0.7528510790760289	
NP_005154.2	-14.43804929376068	3.874466109042692	2.1671106022767503	-2.4837437408366685	1.750474777130019	-0.7804424793215261	0.384296462074334	0.418015278585702	-0.09120850535779922	-0.18522602308620112	
NP_001617.1	-15.710592609712842	-5.700329990638916	-2.5276307260379127	-5.507138944999755	2.594028216786046	1.203499886353956	1.2253773498660017	-0.9004815633669285	-0.11873158642804608	-0.7607060630110548	
NP_005456.1	-15.849609803002275	0.111019976652805	-0.0848695687016383	-2.6687821350786036	-2.2642194544913012	1.8094206966670228	1.3378704331196976	-1.7430851175527295	0.53645878064314	-1.2536112669281552	
NP_004295.2	50.534856513993404	-6.382603026702333	2.2877845420800162	2.422807580651661	-9.69048200273356	-5.682794266305171	-6.1112223228832585	4.495138043676605	0.46054043823975416	0.8899947769329747	
BAA36547.1	-11.667711139490244	3.105290265941673	1.1509700141286479	-1.1405570984331	6.039224060729224	2.3725923048611293	0.9110937729857789	0.743395440629832	0.5562391476138459	1.2701503269457222	
NP_006243.2	-18.545051372100502	-6.572106447085522	0.32846734426951574	3.6543733402888585	-4.234011292186423	-0.2849458452663483	2.234117526226101	0.4651182022763509	-1.929349421193165	2.2788170598460074	
NP_848605.1	-2.1822341949845105	-2.9141878095757434	0.9538764783572696	0.2668474912256753	-5.562739746661787	3.0907969911290976	-1.0524669143551484	2.312941389942847	2.1863366018657833	-0.6429100724646506	
NP_055655.1	0.0835970649333887	1.7207378224383207	0.2791072100702342	-5.2316127469592155	3.8041176493411837	0.9223413938328552	2.034025261627053	-0.7006588066610845	-0.35143032997893575	-1.3366974349930478	
NP_005914.1	40.75493643920971	-5.458497117215963	-4.387569572007629	-2.4559999142143827	4.163748859323604	-0.4287491822524499	-1.3560539385546129	2.9768784489523283	0.46231252119196947	-1.719950431155819	
NP_004663.3	28.449162001351308	2.9843156367946144	-5.02958976612061	12.040158285611145	3.681828107612693	0.15300795484753366	-3.040544683107344	1.2085731225920335	-0.706437381007751	-0.4465147498424481	
NP_003591.2	-23.76556157062129	1.299405503245946	0.14436845594506711	-0.514764327066047	0.4515359114114882	4.61315041470761	0.975032973294567	1.696224643305473	0.009435249729309108	1.508455596034412	
AAH00442.2	-27.032147121288098	-0.8728251471778291	2.515730169322688	0.2662378756591377	-1.2592157162504156	0.3231051725065575	1.422101555632475	0.7380983525360012	0.9650604589561048	0.057967259866582604	
AAC77369.1	-30.553913475252447	-5.012229757730292	5.700820853200515	-1.3322720376889998	-0.29174946416942893	-1.1288398016116585	0.5717152914198715	0.2641982435038012	-0.6516359358553626	-0.12649565091744458	
NP_001690.2	7.32226922550255	3.251695419455698	-5.869156612883588	2.963272254696917	-1.5628834640208624	-1.4982045117185956	-0.9461311488975381	1.8295843442410307	-0.5885026126533857	-0.8933439287502263	
NP_060063.2	-6.108637550437886	2.537460288468398	6.586833341841915	0.1957300577662167	-2.6854055529211953	1.5187450747386266	-0.4914319158850302	-0.8703468910143543	0.4235840417001637	0.8077445852476982	
